Barbara MUÑOZ;109
Anton SILVA;109
Anton MEIER;109
Andrey SOKOLOVA;109
Alina MILLER;109
Aleksandr BONDARENKO;109
Tomasz GARCIA;108
Tatyana MARTIN;108
Michael BAUER;108
Martin PAVLOVA;108
Maksim SANCHEZ;108
Juan HANSEN;108
Jean POPOVA;108
Yvan WILLIAMS;107
Serhei SIMON;107
Sergey SANCHEZ;107
Richard RAMOS;107
Nadezhda ROBERTS;107
Marina VASILEVA;107
Eva KARLSSON;107
Darya RODRIGUEZ;107
Alina MARTIN;107
Aleksandra KOCH;107
Tatyana IVANOV;106
Tatiana THOMAS;106
Sergey MARIN;106
Richard ALONSO;106
Natalya SMIRNOVA;106
Marina BECKER;106
Lyubov PETROVA;106
Juan EVANS;106
Jose NOWAK;106
Jean IVANOVA;106
Giuseppe ROMERO;106
Francisco MARTINEZ;106
Claude HOFFMANN;106
Andrei PAVLOVA;106
Aleksandr POPOV;106
Yuliya MEYER;105
Thomas HANSEN;105
Rosa TÓTH;105
Nikolay BAUER;105
Natalya MARIN;105
Monika TAYLOR;105
Marta SCHNEIDER;105
Maria KOVALENKO;105
Igor SANTOS;105
Elisabeth TÓTH;105
Ekaterina NAGY;105
Darya TÓTH;105
Ana KOVÁCS;105
Aleksey BONDARENKO;105
Vera ZIMMERMANN;104
Thomas KARLSSON;104
Tatiana SMIRNOVA;104
Mario PETROVA;104
Maria MARTINEZ;104
Josef IVANOVA;104
Jose HERNANDEZ;104
Eva FERNANDEZ;104
Yuliya MARIN;103
Vladymyr IVANOVA;103
Vera DIAZ;103
Mikhail MARIN;103
Giuseppe SANCHEZ;103
Elena NOWAK;103
Anne MEYER;103
Andrea PEREZ;103
Nykolai HOFFMANN;102
Maryia TAYLOR;102
Mariya JONES;102
Jan MILLER;102
Denis PETROV;102
Christian FISCHER;102
Anna KOVÁCS;102
Angela NAVARRO;102
Andrea IVANOV;102
Aleksey BROWN;102
Aleksandra NAVARRO;102
Roman KUZNETSOV;101
Richard SANCHEZ;101
Peter ROMERO;101
Paul PETROVA;101
Olha BRAUN;101
Mária NAVARRO;101
Marta GARCIA;101
Laura COSTA;101
Klaus MARIN;101
Juan TÓTH;101
Juan SCHNEIDER;101
Juan NOWAK;101
Irina DIAZ;101
Eva NOVIKOVA;101
David LOPEZ;101
Andrey TAYLOR;101
Andrey PEREIRA;101
Andrei WILSON;101
Werner KOVÁCS;100
Vasylyi IVANOVA;100
Tatyana SOKOLOVA;100
Svetlana PEREIRA;100
Sergey TÓTH;100
Rosa KUZNETSOVA;100
Olha ROBERTS;100
Olga PAVLOVA;100
Monika ROSSI;100
Monika KOCH;100
Michael MARTIN;100
Josef JONES;100
Jose HANSEN;100
Hans WILLIAMS;100
Hans MUÑOZ;100
Giuseppe SCHNEIDER;100
Francisco KLEIN;100
Eva PETROV;100
Anna WILLIAMS;100
Andreas HERNANDEZ;100
Ana LOPEZ;100
Aleksey THOMAS;100
Valentyna SMIRNOVA;99
Sergey SHEVCHENKO;99
Paul JENSEN;99
Mikhail VASILEVA;99
Maria NIELSEN;99
Manfred FISCHER;99
Daniel KOVÁCS;99
Christian ROBERTS;99
Alina SCHULZ;99
Vera NOVIKOVA;98
Vasylyi THOMAS;98
Serhei RAMOS;98
Roman NIELSEN;98
Paul SILVA;98
Paul PEREZ;98
Patrick KLEIN;98
Oksana GARCIA;98
Marina KOVALENKO;98
Maria PETROV;98
Juan BONDARENKO;98
Elena MARTIN;98
Dmitriy SANTOS;98
Claude MUÑOZ;98
Aleksey RUSSO;98
Yuliya EVANS;97
Vladimir ROBERTS;97
Vera MARTIN;97
Svetlana SOKOLOVA;97
Robert WEBER;97
Robert SCHÄFER;97
Robert HUBER;97
Olga MEIER;97
Olga EVANS;97
Nykolai MEIER;97
Monika SIMON;97
Mario HUBER;97
Josef RAMOS;97
Francisco SCHMIDT;97
Ekaterina MAGOMEDOV;97
Christian MEIER;97
Anastasiya RODRIGUEZ;97
Ana JOHNSON;97
Wolfgang SMITH;96
Vladymyr SCHULZ;96
Valentina JENSEN;96
Thomas MARIN;96
Tatiana ALVAREZ;96
Nikolay SCHULZ;96
Monika WOLF;96
Michael MAGOMEDOV;96
Marta RUIZ;96
Mariya BRAUN;96
Mario SHEVCHENKO;96
Mario FISCHER;96
Francisco MILLER;96
Francesco PETROVA;96
Francesco MARTIN;96
Denis ROMERO;96
Christine WILSON;96
Christine ROMERO;96
Christian VARGA;96
Brigitte SILVA;96
Andrei HUBER;96
Aleksandra JOHNSON;96
Sandra JIMENEZ;95
Robert SCHULZ;95
Robert MÜLLER;95
Robert JOHNSON;95
Pavel SCHULZ;95
Monika RICHTER;95
Mario WOLF;95
Klaus WILSON;95
Karin GUTIERREZ;95
Evgeniy PAVLOVA;95
David ROBERTS;95
Andrea RICHTER;95
Alexander SCHÄFER;95
Wolfgang SCHNEIDER;94
Vladimir NOWAK;94
Vladimir MARIN;94
Sandra SOKOLOVA;94
Peter JONES;94
Paul ROMERO;94
Paul COSTA;94
Olha JONES;94
Olga ROSSI;94
Mikhail SIMON;94
Michael EVANS;94
Martin ROSSI;94
Mariya RUSSO;94
Maria BROWN;94
Manfred ANDERSSON;94
Klaus KUZNETSOVA;94
Juan WILLIAMS;94
Josef ROMERO;94
Francisco GARCIA;94
Elena PETROVA;94
David FERNANDEZ;94
Darya FERRARI;94
Daniel RODRIGUEZ;94
Christine NIELSEN;94
Brigitte BROWN;94
Anne KARLSSON;94
Angela LOPEZ;94
Alina SANTOS;94
Aleksey GOMEZ;94
Aleksandr JONES;94
Yvan JOHNSON;93
Yuliya WOLF;93
Wolfgang MORENO;93
Vladimir RAMOS;93
Tatyana PETROVA;93
Serhei PEREIRA;93
Serhei GUTIERREZ;93
Paul WAGNER;93
Olga DAVIES;93
Oksana ROSSI;93
Oksana JOHANSSON;93
Mikhail KARLSSON;93
Michel DAVIES;93
Martin VOLKOVA;93
Maksim POPOVA;93
Laura FERRARI;93
Karin RODRIGUEZ;93
Hans MILLER;93
Elena EVANS;93
Denis MORENO;93
David MEYER;93
David JOHNSON;93
Darya SHEVCHENKO;93
Angela SIMON;93
Alina SOKOLOVA;93
Vera SMITH;92
Vasylyi SOKOLOVA;92
Tatyana HOFFMANN;92
Petra MARTINEZ;92
Peter SILVA;92
Pavel THOMAS;92
Nadezhda MARIN;92
Mária WEBER;92
Mária VARGA;92
Mária BRAUN;92
Mariya MARTINEZ;92
Maksim JONES;92
Lyubov SIMON;92
Lyubov GUTIERREZ;92
Karin SCHMIDT;92
Jan BECKER;92
Igor WEBER;92
Igor KARLSSON;92
Igor HERNANDEZ;92
Evgeniy SCHÄFER;92
Denis RICHTER;92
Denis LOPEZ;92
David TÓTH;92
Darya DIAZ;92
Christine PETROV;92
Christian SOKOLOVA;92
Antonio MARIN;92
Antonio BRAUN;92
Anne HERNANDEZ;92
Aleksandr SHEVCHENKO;92
Vladimir THOMAS;91
Tatyana VASILEVA;91
Tatiana SCHÄFER;91
Roman WILSON;91
Roman TORRES;91
Roman MARTINEZ;91
Piotr JOHNSON;91
Patrick MÜLLER;91
Patrick GOMEZ;91
Olha ROMERO;91
Maryia RUIZ;91
Marina NOVIKOVA;91
Maria FISCHER;91
Maksim KUZNETSOV;91
Lyubov NAVARRO;91
Klaus KOVÁCS;91
Klaus GUTIERREZ;91
Ivan NOVIKOVA;91
Igor PAVLOVA;91
Evgeniy FERRARI;91
Elisabeth GOMEZ;91
Elena KLEIN;91
Denis COSTA;91
Darya KUZNETSOV;91
Brigitte NOVIKOVA;91
Barbara NAGY;91
Anton GUTIERREZ;91
Anne FERRARI;91
Anna POPOV;91
Andreas SMITH;91
Yvan PETROVA;90
Yvan ALVAREZ;90
Vladymyr SANCHEZ;90
Vladimir KRAVCHENKO;90
Vera HANSEN;90
Valentina NAVARRO;90
Sergey NAGY;90
Robert VARGA;90
Olga NOVIKOVA;90
Michael JOHANSSON;90
Maryia ALVAREZ;90
Mariya GOMEZ;90
Marie SCHMIDT;90
Marie KOVALENKO;90
Lyubov SMIRNOVA;90
Jean NAVARRO;90
Ivan BAUER;90
Giovanni PETROVA;90
Francisco RODRIGUEZ;90
Evgeniy PEREZ;90
Elena SCHMID;90
Denis MAGOMEDOV;90
David HOFFMANN;90
Christine JOHANSSON;90
Anne SMIRNOVA;90
Anne JENSEN;90
Andrei BRAUN;90
Ana POPOV;90
Aleksandra ROSSI;90
Yvan PEREZ;89
Vera RUIZ;89
Vasylyi MOROZOVA;89
Tomasz SOKOLOVA;89
Serhei KRAVCHENKO;89
Sergey BECKER;89
Piotr ALVAREZ;89
Patrick RICHTER;89
Patrick NOVIKOVA;89
Monika RAMOS;89
Mikhail ALONSO;89
Marta PETROVA;89
Mario MARTINEZ;89
Marina BONDARENKO;89
Marie NOVIKOVA;89
Josef SOKOLOVA;89
Irina SHEVCHENKO;89
Igor PEREZ;89
Igor FISCHER;89
Giuseppe SZABÓ;89
Giuseppe MARIN;89
Evgeniy FISCHER;89
Elisabeth SCHNEIDER;89
Denis PEREIRA;89
Claude POPOV;89
Alina KRAVCHENKO;89
Aleksandra NOWAK;89
Aleksandr ALVAREZ;89
Wolfgang MOROZOVA;88
Vasylyi PEREZ;88
Valentyna BAUER;88
Valentina JONES;88
Tatiana MARTIN;88
Robert JONES;88
Paul NOWAK;88
Patrick WILLIAMS;88
Olha GUTIERREZ;88
Nykolai KUZNETSOV;88
Maryia WILSON;88
Maria SMIRNOVA;88
Josef KOVALENKO;88
Jose BRAUN;88
John PAVLOVA;88
Jean SHEVCHENKO;88
Evgeniy RICHTER;88
Denis POPOVA;88
Barbara BONDARENKO;88
Anne SCHMIDT;88
Angela GARCIA;88
Andreas SOKOLOVA;88
Anastasiya POPOVA;88
Anastasiya MORENO;88
Aleksey SMIRNOV;88
Vera WAGNER;87
Tomasz VASILEVA;87
Tomasz ALVAREZ;87
Tatyana TAYLOR;87
Serhei PETROVA;87
Serhei MORENO;87
Sergey KRAVCHENKO;87
Josef EVANS;87
Jan FERREIRA;87
Ivan DIAZ;87
Igor KOVALENKO;87
Giuseppe MILLER;87
Francisco NOWAK;87
Francisco JENSEN;87
Elena FERRARI;87
Elena DAVIES;87
Elena ANDERSSON;87
Dmitriy RUIZ;87
David JOHANSSON;87
Claude ZIMMERMANN;87
Angela KRAVCHENKO;87
Wolfgang GONZALEZ;86
Valentyna GARCIA;86
Tomasz BONDARENKO;86
Thomas DAVIES;86
Svetlana JENSEN;86
Roman DIAZ;86
Richard DIAZ;86
Petra MÜLLER;86
Peter ZIMMERMANN;86
Olha RUIZ;86
Olha ANDERSSON;86
Olga JIMENEZ;86
Nadezhda NOVIKOVA;86
Marta NOVIKOVA;86
Mario ZIMMERMANN;86
Manfred GOMEZ;86
Lyubov SMIRNOV;86
Lyubov HUBER;86
Karin SMITH;86
Jan SCHÄFER;86
Francesco ZIMMERMANN;86
Elisabeth SCHMID;86
Elisabeth ROMERO;86
Elena SHEVCHENKO;86
David SIMON;86
Claude NAGY;86
Christian DAVIES;86
Ana SANTOS;86
Yvan JIMENEZ;85
Wolfgang SIMON;85
Vladimir SMITH;85
Vera SOKOLOVA;85
Tomasz MAGOMEDOV;85
Thomas WOLF;85
Peter POPOV;85
Olga MUÑOZ;85
Oksana POPOVA;85
Oksana JOHNSON;85
Monika ROBERTS;85
Mikhail KOVALENKO;85
Michael PEREIRA;85
Martin ROMERO;85
Marina SMIRNOV;85
Maria NOVIKOVA;85
Maksim MEIER;85
Maksim KLEIN;85
Maksim ALONSO;85
Lyubov KLEIN;85
Josef WEBER;85
Josef HOFFMANN;85
Irina PEREZ;85
Francisco KOVÁCS;85
Evgeniy PETROV;85
Christian IVANOV;85
Anne IVANOV;85
Ana ROSSI;85
Ana NOWAK;85
Aleksey HERNANDEZ;85
Wolfgang TÓTH;84
Vladymyr PEREIRA;84
Thomas ROSSI;84
Robert SIMON;84
Michael NOVIKOVA;84
Martin FERRARI;84
Manfred KARLSSON;84
Manfred FERRARI;84
Maksim JOHNSON;84
Maksim BAUER;84
Klaus HANSEN;84
Jean KOVÁCS;84
Evgeniy NOVIKOVA;84
Ekaterina SANCHEZ;84
David WEBER;84
David SCHNEIDER;84
Daniel LOPEZ;84
Brigitte KRAVCHENKO;84
Anton SZABÓ;84
Anastasiya TÓTH;84
Alina WILSON;84
Aleksey ROSSI;84
Valentyna BECKER;83
Tatiana NIELSEN;83
Rosa MORENO;83
Petra MEIER;83
Nikolay BROWN;83
Mariya SCHÄFER;83
Marina MUÑOZ;83
Klaus HUBER;83
Karin KLEIN;83
John BRAUN;83
Christian MOROZOVA;83
Anne NAGY;83
Alexander MARIN;83
Alexander JIMENEZ;83
Aleksandra IVANOVA;83
Vladymyr SHEVCHENKO;82
Tatyana RODRIGUEZ;82
Paul DAVIES;82
Patrick ROBERTS;82
Natalya JOHANSSON;82
Mária SCHMIDT;82
Martin PEREZ;82
Mario PEREZ;82
Marina WILSON;82
Marie NOWAK;82
Klaus RODRIGUEZ;82
Klaus BROWN;82
Karin BECKER;82
Juan SANCHEZ;82
Francisco RUSSO;82
Dmitriy ROSSI;82
Denis JONES;82
David ZIMMERMANN;82
Daniel GUTIERREZ;82
Christian RODRIGUEZ;82
Anna SCHMID;82
Andrei RUSSO;82
Andreas COSTA;82
Aleksandra NIELSEN;82
Aleksandra JIMENEZ;82
Aleksandr PAVLOVA;82
Werner IVANOVA;81
Vera EVANS;81
Vasylyi DAVIES;81
Tomasz KRAVCHENKO;81
Tatyana HUBER;81
Sergey KLEIN;81
Sandra GUTIERREZ;81
Robert SCHMID;81
Petra TAYLOR;81
Mario MILLER;81
Marina TAYLOR;81
John ROBERTS;81
Francisco SANCHEZ;81
Elena JOHANSSON;81
Daniel MARIN;81
Christian LOPEZ;81
Anne WAGNER;81
Anne JIMENEZ;81
Aleksandr MORENO;81
Vladymyr MOROZOVA;80
Vladymyr KLEIN;80
Tatiana IVANOVA;80
Svetlana BAUER;80
Patrick NAVARRO;80
Nadezhda VASILEVA;80
Mária POPOV;80
Martin GOMEZ;80
Mariya IVANOVA;80
Mario SMIRNOV;80
Marie JIMENEZ;80
Maria SMIRNOV;80
Laura KLEIN;80
Irina SCHNEIDER;80
Igor WOLF;80
Ekaterina IVANOV;80
Daniel BAUER;80
Alexander PEREIRA;80
Alexander NAGY;80
Yuliya THOMAS;79
Yuliya PAVLOVA;79
Vera NOWAK;79
Valentyna FERRARI;79
Richard COSTA;79
Pavel FERREIRA;79
Nikolay WILSON;79
Mikhail JOHANSSON;79
Marta PEREIRA;79
Karin EVANS;79
Jose TÓTH;79
Jose PEREIRA;79
Ekaterina JENSEN;79
Daniel MARTIN;79
Claude IVANOVA;79
Brigitte THOMAS;79
Barbara KUZNETSOVA;79
Anna VASILEVA;79
Aleksandr HERNANDEZ;79
Tatyana WEBER;78
Monika MEIER;78
Marta MAGOMEDOV;78
Mariya ROMERO;78
David MARTINEZ;78
Darya KOVALENKO;78
Christian MILLER;78
Brigitte WAGNER;78
Anton BECKER;78
Andrey SCHMIDT;78
Ana GUTIERREZ;78
Alexander MEIER;78
Yvan RUIZ;77
Vladimir HANSEN;77
Vera SCHMID;77
Thomas FERNANDEZ;77
Svetlana FISCHER;77
Roman BAUER;77
Michel PETROVA;77
Mario ALVAREZ;77
Ivan NOWAK;77
Irina VARGA;77
Giovanni SMITH;77
Giovanni DIAZ;77
Francesco COSTA;77
Evgeniy RUSSO;77
Evgeniy MILLER;77
Daniel ROSSI;77
Claude KRAVCHENKO;77
Anna SCHMIDT;77
Angela BECKER;77
Aleksandr SILVA;77
Yuliya TAYLOR;76
Vera WEBER;76
Vasylyi MUÑOZ;76
Patrick KRAVCHENKO;76
Natalya NAGY;76
Mária THOMAS;76
Mikhail DIAZ;76
Maryia SHEVCHENKO;76
Klaus VASILEVA;76
Igor KUZNETSOVA;76
Darya SCHNEIDER;76
Darya MORENO;76
Anne SOKOLOVA;76
Aleksandra BRAUN;76
Tatiana TÓTH;75
Nadezhda BECKER;75
Manfred MEYER;75
Klaus JONES;75
Josef SHEVCHENKO;75
Elena TAYLOR;75
Antonio MOROZOVA;75
Anton NAGY;75
Anne HUBER;75
Angela MÜLLER;75
Andreas BROWN;75
Andrea MARIN;75
Ana SOKOLOVA;75
Ana JOHANSSON;75
Alina HERNANDEZ;75
Aleksey SCHNEIDER;75
Aleksandra MAGOMEDOV;75
Aleksandr ROMERO;75
Aleksandr FERNANDEZ;75
Yuliya SMIRNOV;74
Tomasz JOHANSSON;74
Thomas SANTOS;74
Sergey EVANS;74
Mária KRAVCHENKO;74
Michel ALVAREZ;74
Mario PAVLOVA;74
Mario NOVIKOVA;74
Jose RICHTER;74
Hans JONES;74
Giovanni BROWN;74
Francesco SCHULZ;74
Francesco NOVIKOVA;74
Elisabeth DAVIES;74
Daniel WILSON;74
Claude SMIRNOVA;74
Brigitte MAGOMEDOV;74
Angela JOHANSSON;74
Andrea ALVAREZ;74
Aleksandr TÓTH;74
Vasylyi PAVLOVA;73
Tomasz SMIRNOV;73
Peter HANSEN;73
Nykolai HERNANDEZ;73
Mariya SMITH;73
Karin SOKOLOVA;73
Karin FERREIRA;73
John WAGNER;73
Jan TAYLOR;73
Giuseppe RODRIGUEZ;73
Giovanni KLEIN;73
Francisco MOROZOVA;73
Francesco WILSON;73
Elisabeth MARTINEZ;73
Dmitriy POPOVA;73
Dmitriy MARTIN;73
Claude DAVIES;73
Brigitte WOLF;73
Brigitte HUBER;73
Barbara SMIRNOV;73
Antonio PEREIRA;73
Aleksandra KUZNETSOV;73
Werner SCHNEIDER;72
Valentyna HOFFMANN;72
Tatyana NAVARRO;72
Tatyana JONES;72
Sergey SCHÄFER;72
Piotr SIMON;72
Petra JENSEN;72
Pavel WOLF;72
Patrick KUZNETSOV;72
Olga SMITH;72
Olga IVANOV;72
Oksana TORRES;72
Nikolay SANTOS;72
Nadezhda WILSON;72
Monika SZABÓ;72
Maryia WEBER;72
Mariya COSTA;72
Manfred KOCH;72
Maksim BROWN;72
John DAVIES;72
Jean JOHNSON;72
Jan LOPEZ;72
Hans ROSSI;72
Giovanni FERREIRA;72
Eva MÜLLER;72
Elisabeth BAUER;72
Brigitte PETROV;72
Brigitte MUÑOZ;72
Angela KOCH;72
Andrey FISCHER;72
Andreas ALVAREZ;72
Alexander HOFFMANN;72
Aleksandra ZIMMERMANN;72
Aleksandra KRAVCHENKO;72
Aleksandra GARCIA;72
Aleksandr MARIN;72
Yuliya PETROV;71
Wolfgang VASILEVA;71
Wolfgang BROWN;71
Vladymyr VARGA;71
Vladymyr KOCH;71
Vladimir SILVA;71
Valentina NOWAK;71
Valentina MARIN;71
Thomas PEREZ;71
Richard HOFFMANN;71
Peter SIMON;71
Olha GOMEZ;71
Monika COSTA;71
Manfred SCHÄFER;71
Klaus ANDERSSON;71
Karin WEBER;71
Juan JOHNSON;71
Jose DAVIES;71
Jean MUÑOZ;71
Irina THOMAS;71
Giuseppe KLEIN;71
Elena LOPEZ;71
Denis SANTOS;71
Denis PEREZ;71
David PEREZ;71
Darya THOMAS;71
Claude KUZNETSOVA;71
Anna MORENO;71
Anna BROWN;71
Aleksandr MEIER;71
Yuliya KOVALENKO;70
Werner SIMON;70
Vladimir EVANS;70
Vasylyi NOWAK;70
Valentina NIELSEN;70
Tomasz DAVIES;70
Tomasz ANDERSSON;70
Svetlana NAGY;70
Rosa IVANOV;70
Richard NAGY;70
Piotr KOCH;70
Piotr JOHANSSON;70
Petra ZIMMERMANN;70
Petra PEREIRA;70
Patrick COSTA;70
Nikolay DIAZ;70
Mária WILSON;70
Mária KUZNETSOV;70
Monika SMIRNOVA;70
Mikhail FERREIRA;70
Mikhail BONDARENKO;70
Michel HUBER;70
Michel BROWN;70
Michael KUZNETSOV;70
Marta ANDERSSON;70
Mariya ROSSI;70
Mariya BECKER;70
Maria GUTIERREZ;70
Lyubov MOROZOVA;70
Laura VARGA;70
Klaus LOPEZ;70
Karin MEIER;70
Juan PEREZ;70
Josef SMIRNOV;70
Jean SCHNEIDER;70
Jean MEYER;70
Irina SANCHEZ;70
Igor BONDARENKO;70
Giuseppe PEREIRA;70
Evgeniy BROWN;70
Evgeniy BECKER;70
Eva SILVA;70
Elisabeth FERNANDEZ;70
Ekaterina VASILEVA;70
Dmitriy ROMERO;70
Dmitriy MORENO;70
Denis NOWAK;70
Denis JOHNSON;70
David GOMEZ;70
Brigitte DAVIES;70
Yvan RICHTER;69
Yuliya RICHTER;69
Tomasz TORRES;69
Tomasz KUZNETSOVA;69
Thomas PEREIRA;69
Sergey RUSSO;69
Rosa DIAZ;69
Robert SCHNEIDER;69
Piotr FERRARI;69
Petra ROBERTS;69
Petra FERRARI;69
Patrick ROSSI;69
Patrick MEIER;69
Olga MORENO;69
Oksana KRAVCHENKO;69
Nykolai RODRIGUEZ;69
Natalya FERRARI;69
Mikhail MÜLLER;69
Michel SMIRNOVA;69
Michel SCHNEIDER;69
Michel KUZNETSOVA;69
Martin SCHULZ;69
Marta ROSSI;69
Marta RICHTER;69
Marta POPOV;69
Mario BECKER;69
Marie POPOVA;69
Maksim HOFFMANN;69
Klaus GARCIA;69
Klaus ALONSO;69
Karin SHEVCHENKO;69
Juan COSTA;69
Josef BROWN;69
Irina GUTIERREZ;69
Hans VASILEVA;69
Eva MEYER;69
Elisabeth SMIRNOVA;69
Elisabeth BROWN;69
Daniel GONZALEZ;69
Christian HANSEN;69
Brigitte POPOV;69
Anne SANCHEZ;69
Anna RAMOS;69
Anna KRAVCHENKO;69
Andrea RODRIGUEZ;69
Aleksey PEREZ;69
Aleksandr SANCHEZ;69
Aleksandr KRAVCHENKO;69
Aleksandr JOHANSSON;69
Wolfgang NIELSEN;68
Werner SMIRNOVA;68
Vladymyr EVANS;68
Valentina SANTOS;68
Valentina HANSEN;68
Valentina BONDARENKO;68
Thomas WILLIAMS;68
Tatiana VOLKOVA;68
Tatiana PEREIRA;68
Tatiana HOFFMANN;68
Petra JONES;68
Peter SCHMID;68
Olga VASILEVA;68
Olga TORRES;68
Natalya SANTOS;68
Nadezhda ROMERO;68
Monika NOVIKOVA;68
Maryia FERREIRA;68
Martin ANDERSSON;68
Marta THOMAS;68
Mario LOPEZ;68
Manfred VARGA;68
Laura SCHULZ;68
Laura ROBERTS;68
Klaus HERNANDEZ;68
Klaus BAUER;68
Ivan NAVARRO;68
Giovanni TAYLOR;68
Giovanni MARIN;68
Francisco ANDERSSON;68
Evgeniy RUIZ;68
Elisabeth SHEVCHENKO;68
Elisabeth FISCHER;68
Elena SOKOLOVA;68
Elena PAVLOVA;68
Ekaterina GONZALEZ;68
Dmitriy KOCH;68
David SILVA;68
Darya SMIRNOVA;68
Daniel FISCHER;68
Daniel BRAUN;68
Claude SHEVCHENKO;68
